Serial,FireYear,IncidentNumber,FiscalYear,FireArea,District,Unit,FireName,StatisticalCategory,PreparedBy,Landmark,Equipment,NumberPersonnel,PreparedDate,ModifiedBy,ModifiedDate,Twn,Rng,Sec,Subdiv,Longitude,Latitude,ProtectionAgency,FireOriginFederalLands,LandClass,FireThreatened,Minimum,Dual,County,LandownerType,OriginalSurcharge,SurchargeInvolved,SenateBill360Lot,SenateBill360Certified,DiscoveredBy,DiscoveredByName,CausedBy,GeneralCause,SpecificCause,CauseComments,LeadInvestigator,Degree_certain,GeneralRestriction,IndustrialRestriction,BurnIndex,WeatherStationID,RegulatedUseZone,Involve_op,Notif_year,Notif_dist,Notif_number,IgnitionTime,DiscoveryTime,ReportTime,InitialAttackTime,ControlTime,WalkInDelay,FemaFire,IntitialAttackBy,InitialAttackType,Flame_length,InitialAttackFireSizeAcres,InitialAttackBehavior,GeneralFuelModels,Topography,Aspect,Slope,Elevation,SizeClass,FinalFireSizeAcres,StateProtectedAcres,ESRI_OID,CauseType,x,y
123233,2020,20-582-027-21,2021,,58,582,Beachie                 ,1,D.Bruce                 ,6.6 Miles N of Detroit        ,,,12/16/2020 12:00:00 AM,molalladispatch,12/16/2020 12:01:00 PM,9S    ,5E    ,3 ,NENW,-122.189,44.8176,3,2,8,1,0,0,24,40,0,0,2,,3,                        ,15,10,0,Under Investigation,US Forest Service,,5,2,,350727 Horse Creek      ,CM2,1,,,,8/16/2020 2:00:00 PM,8/16/2020 2:00:00 PM,8/16/2020 2:00:00 PM,8/16/2020 4:00:00 PM,12/31/2020 8:00:00 AM,0,0,2,6,,10,2,7,0,0,0,0,7,193566,142970,118576,3,874152.290354326,1122656.95374016
123235,2020,20-582-034-21,2021,,58,582,Milk Ranch              ,1,K Koonce                ,6 Miles SE of Scotts Mills    ,,,12/31/2020 12:00:00 AM,KRKOONCE,12/31/2020 10:11:00 AM,7S    ,2E    ,18,SESE,-122.601,44.9553,1,1,1,1,0,0,24,11,0,0,2,,6,                        ,15,9,905,,"Batson, Jesse",,0,0,,350727 Horse Creek      ,CM1,1,,,,12/28/2020 8:00:00 AM,12/28/2020 8:30:00 AM,12/28/2020 8:45:00 AM,12/28/2020 12:00:00 PM,12/28/2020 12:30:00 PM,0,0,1,3,,0.01,1,8,0,0,0,0,1,0.01,0.01,118577,3,768570.089566931,1175303.835958
123236,2020,20-733-422-21,2021,,73,733,Rice Creek Vehicle      ,1,J. Blomberg             ,7.14 miles Northwest of Riddle,,,1/8/2021 12:00:00 AM,jblomberg,1/11/2021 11:13:00 AM,29S   ,7W    ,25,SESW,-123.476,43.014,1,2,1,1,0,0,10,50,0,0,0,,6,                        ,5,7,799,Burnt vehicle,J. Grubbs,,0,0,,SILVER BUTTE            ,DG1,1,,,,12/28/2020 6:00:00 AM,12/28/2020 8:00:00 AM,12/28/2020 8:15:00 AM,12/28/2020 8:45:00 AM,12/28/2020 5:00:00 PM,0,0,1,3,,0.01,2,8,0,0,0,0,1,0.01,0.01,118578,3,516550.871062994,475214.034448817
123237,2020,20-733-423-21,2021,,73,733,Kent Cr. #4             ,1,J. Blomberg             ,6.69 miles Southwest of Winsto,,,1/12/2021 12:00:00 AM,jblomberg,1/14/2021 2:27:00 PM,29S   ,7W    ,14,NESW,-123.499,43.049,1,1,1,1,0,0,10,11,0,0,0,,6,                        ,9,4,402,abandoned stump fire,J. Grubbs,,0,0,,SILVER BUTTE            ,DG1,1,,,,12/28/2020 11:00:00 AM,12/28/2020 3:00:00 PM,12/28/2020 3:00:00 PM,12/28/2020 3:15:00 PM,12/28/2020 4:00:00 PM,0,0,1,3,,0.01,2,3,0,0,0,0,1,0.01,0.01,118579,3,510869.204396322,488185.94520998
123239,2021,21-771-119-21,2021,,77,771,Pisgah Tree STAT        ,1,Brent Peterson          ,Mt Pisgah                     ,,,1/19/2021 12:00:00 AM,BAPETERSON,1/19/2021 2:19:00 PM,18S   ,2W    ,7 ,SWSW,-122.982,44.0156,1,1,1,1,0,0,20,30,0,0,2,,9,                        ,14,9,905,,Brent Peterson,,0,0,,352561                  ,EL1,1,,,,1/18/2021 6:00:00 PM,1/18/2021 8:25:00 PM,1/18/2021 8:30:00 PM,1/18/2021 8:45:00 PM,1/18/2021 10:00:00 PM,12,0,2,1,,0.01,1,8,0,0,0,0,1,0.01,0.01,118580,3,659636.817913383,835698.202755898
123240,2021,21-723-143-21,2021,,72,723,Edson Creek             ,1,,5 N Gold Beach                ,,,1/19/2021 12:00:00 AM,KROBISON,2/5/2021 8:10:00 AM,36S   ,14W   ,5 ,SWSW,-124.394,42.485,1,1,1,1,1,1,8,12,1,1,0,,3,                        ,2,3,349,Electrical fire in Link Belt Processor engine compartment,"Boggs, Derwin",,0,0,,352922 Flynn Prairie    ,CS4,3,2021,740,721,1/19/2021 10:25:00 AM,1/19/2021 10:25:00 AM,1/19/2021 10:25:00 AM,1/19/2021 10:28:00 AM,1/19/2021 11:00:00 AM,0,0,2,4,,0.01,9,99,0,0,0,0,1,0.01,0.01,118581,1,262096.447178483,292879.301181108
123246,2020,20-581-045-21,2021,,58,581,Walker Prairie          ,1,K Koonce                ,5 Miles NE of Sandy           ,,,2/2/2021 12:00:00 AM,KRKOONCE,2/2/2021 12:40:00 PM,1S    ,5E    ,22,NWSE,-122.168,45.4703,1,1,1,1,0,0,3,11,0,0,2,,3,                        ,15,10,0,,Greg Melhorn,,5,3,,350728 Eagle Creek      ,CM1,1,,,,9/9/2020 6:00:00 AM,9/9/2020 9:00:00 AM,9/9/2020 12:00:00 PM,9/9/2020 12:00:00 PM,9/10/2020 6:00:00 PM,10,0,3,4,,0.25,2,8,0,0,0,0,1,0.25,0.25,118582,3,884433.644356951,1360454.11646982
123247,2021,21-581-056-21,2021,,58,581,81047                   ,1,D. Bruce                ,,,,2/3/2021 12:00:00 AM,molalladispatch,2/3/2021 2:59:00 PM,6S    ,3E    ,18,NWSW,-122.488,45.0524,1,3,1,1,0,1,3,50,0,0,2,,5,                        ,15,10,0,Unknown cause,Jesse Batson,,0,0,0  ,350727 Horse Creek      ,CM1,1,,,,1/29/2021 5:00:00 PM,1/29/2021 8:45:00 PM,1/29/2021 8:55:00 PM,1/29/2021 9:50:00 PM,1/29/2021 11:00:00 PM,0,0,2,3,,0.02,2,7,1,1,1,1,1,0.02,0.02,118583,3,798667.276246727,1209963.04855643
123251,2021,21-733-424-21,2021,,73,733,Rice Creek Stump        ,1,J. Blomberg             ,7.36 miles Northwest of Riddle,,,2/24/2021 12:00:00 AM,jblomberg,2/26/2021 4:40:00 PM,29S   ,7W    ,25,NESW,-123.475,43.0198,1,2,1,1,0,0,10,50,0,0,0,,6,                        ,9,4,405,Frequent recreationalist burning trash,J. Duarte,,0,0,,SILVER BUTTE            ,DG1,1,,,,2/24/2021 10:00:00 AM,2/24/2021 10:20:00 AM,2/24/2021 10:30:00 AM,2/24/2021 11:30:00 AM,2/24/2021 1:05:00 PM,0,0,6,1,,0.01,1,8,1,1,1,1,1,0.01,0.01,118584,3,516894.738188982,477316.917979002
123253,2021,21-712-908-21,2021,,71,712,Thompson Creek          ,1,"Carrier, Ivan           ",6 miles N of Cave Junction    ,,,3/10/2021 12:00:00 AM,SHOFFER,3/10/2021 2:38:00 PM,39S   ,7W    ,4 ,SWNW,-123.542,42.2091,1,1,1,1,0,0,17,11,0,0,0,,8,Kale Woolsey            ,6,6,673,Rekindle of Slash Pile Record of Fire Issued,Ivan Carrier,,0,0,NA ,353115 Iv Airport       ,SW3,2,20,712,1092,12/9/2020 8:00:00 AM,3/4/2021 2:45:00 PM,3/4/2021 3:00:00 PM,3/4/2021 5:00:00 PM,3/10/2021 6:00:00 PM,0,0,1,3,,2,2,12,1,1,1,1,2,2,2,118585,1,488042.14895013,182662.395669296
123255,2021,21-771-122-21,2021,,77,771,Pony CK Trash fire      ,1,Keith Teague            ,Pony Bridge                   ,,,3/11/2021 12:00:00 AM,KTEAGUE,3/11/2021 3:40:00 PM,22S   ,1W    ,15,SESW,-122.795,43.6548,1,1,1,1,0,0,20,11,0,0,0,,5,                        ,15,6,699,Person(s) dumped and burned garbage,Keith Teague,,0,0,0  ,352562 Green Mountain   ,EL1,1,,,,3/10/2021 3:00:00 PM,3/10/2021 4:00:00 PM,3/10/2021 4:43:00 PM,3/11/2021 9:45:00 AM,3/11/2021 9:45:00 AM,0,0,1,4,,0,1,99,1,1,1,1,1,0.01,0.01,118586,3,705124.592191607,702823.686679795
123256,2021,21-722-146-21,2021,,72,722,Myrtle Grove State Park ,1,,4 N Powers                    ,,,3/11/2021 12:00:00 AM,KROBISON,4/20/2021 9:00:00 AM,30S   ,12W   ,22,SESE,-124.102,42.9494,1,1,1,1,0,0,6,20,0,0,0,,9,                        ,9,6,604,Unattended debris burn in a Mytlewood Tree,"Morgan, Tobin",,0,0,,352819 Long Prairie     ,CS2,1,,,,3/10/2021 7:30:00 PM,3/10/2021 8:00:00 PM,3/10/2021 8:00:00 PM,3/11/2021 8:50:00 AM,3/11/2021 12:00:00 PM,0,0,1,1,,0.01,1,10,0,0,0,0,1,0.01,0.01,118587,3,348222.57020998,458396.65026246
123257,2021,21-733-425-21,2021,,73,733,Kent Cr. Culvert        ,1,,5.99 miles Southwest of Winsto,,,3/11/2021 12:00:00 AM,jblomberg,3/11/2021 4:09:00 PM,29S   ,7W    ,13,SENW,-123.479,43.0506,1,2,1,1,0,0,10,50,0,0,0,,3,                        ,9,4,405,Burning refuse in an illegal dumping location,M. Brady,,0,0,,SILVER BUTTE            ,DG1,1,,,,2/28/2020 2:00:00 PM,3/2/2020 9:05:00 AM,3/2/2021 9:10:00 AM,3/2/2021 11:00:00 AM,3/2/2021 11:30:00 AM,0,0,1,3,,0.01,1,99,0,0,0,0,1,0.01,0.01,118588,3,516232.922572181,488574.137139112
123261,2021,21-955-083-21,2021,,95,955,Bull Springs 0041       ,1,Dayton                  ,3 miles West of Bend          ,,,3/28/2021 12:00:00 AM,GRFOSTER,3/30/2021 9:59:00 AM,17S   ,11E   ,15,SENW,-121.396,44.1056,1,1,1,1,0,1,9,12,1,1,1,1,8,James Verheyden         ,6,6,661,Rekindled burn pile from previous burn.,Chris Dayton,,0,0,,352621 Tumalo Ridge     ,WC2,2,2020,955,748,3/28/2021 3:00:00 PM,3/28/2021 3:20:00 PM,3/28/2021 3:52:00 PM,3/28/2021 3:30:00 PM,4/1/2021 6:31:00 PM,0,0,8,1,,15,4,3,0,0,0,0,4,211,161,118589,1,1077041.16207349,859917.253937006
123263,2021,21-771-124-21,2021,,77,771,Culp Creek STAT         ,1,Brent Peterson          ,Culp Creek Trailhead          ,,,3/29/2021 12:00:00 AM,BAPETERSON,5/14/2021 4:44:00 PM,21S   ,1W    ,31,SWNW,-122.849,43.7051,1,2,1,1,0,0,20,50,0,0,2,,8,                        ,9,6,699,Someone lit tires in a pile of stumps and woody debris on fi,Brent Peterson,,0,0,NA ,352562                  ,EL1,1,,,,3/27/2021 7:00:00 PM,3/27/2021 8:51:00 PM,3/27/2021 8:52:00 PM,3/27/2021 10:05:00 PM,3/27/2021 10:05:00 PM,0,0,1,3,,0.01,1,12,1,1,1,1,1,0.01,0.01,118590,3,691365.441929132,721552.220800519
123264,2021,21-781-078-21,2021,,78,781,Demming Rd              ,1,BrandySimmons           ,2.76 miles North of Veneta    ,,,3/26/2021 12:00:00 AM,BSIMMONS,3/29/2021 8:08:00 AM,17S   ,6W    ,13,NESE,-123.354,44.0887,1,1,1,1,1,1,20,10,1,0,0,,6,                        ,6,6,699,Pellets thrown on to the pile,Matt Grimes,,0,0,,Willow Creek            ,WT1,1,,,,3/26/2021 2:26:00 PM,3/26/2021 2:26:00 PM,3/26/2021 2:26:00 PM,3/26/2021 2:36:00 PM,3/26/2021 2:55:00 PM,0,0,2,4,,0.1,2,2,0,0,0,0,1,0.1,0.1,118591,3,562773.043963253,865503.019356951
123266,2021,21-781-079-21,2021,,78,781,Siuslaw River ro        ,1,BrandySimmons           ,10.15 miles West              ,,,3/28/2021 12:00:00 AM,BSIMMONS,3/29/2021 4:54:00 PM,20S   ,3W    ,14,SESW,-123.259,43.8246,1,1,1,1,0,0,20,11,0,0,0,,6,                        ,7,3,370,,Kyle Tripp,,0,0,,352547 Village Creek    ,WT1,1,,,,3/28/2021 2:30:00 PM,3/28/2021 2:39:00 PM,3/29/2021 2:39:00 PM,3/28/2021 2:34:00 PM,3/28/2021 2:34:00 PM,0,0,2,4,,0.01,2,2,0,0,0,0,1,0.01,0.01,118592,3,584480.157480314,768451.276246727
123268,2021,21-712-909-21,2021,,71,712,Bridge Lane             ,1,"Hoffer, Shelly          ",1 mile N of Wolf Creek33s     ,,,3/29/2021 12:00:00 AM,shoffer,3/29/2021 1:46:00 PM,33S   ,6W    ,26,NWNW,-123.385,42.6731,1,1,1,1,0,0,17,20,0,0,0,,9,                        ,14,4,402,Party fire not extinguished,"Johnson, Derreck",,0,0,NA ,353122 Merlin           ,SW3,1,,,,3/25/2021 12:01:00 AM,3/25/2021 2:18:00 AM,3/25/2021 2:19:00 AM,3/25/2021 6:04:00 AM,4/5/2021 6:00:00 PM,0,0,2,3,,0.1,2,13,0,0,0,0,1,0.1,0.1,118593,3,536509.06463255,350167.287073493
123269,2021,21-981-095-21,2021,,98,981,Round Lake 107          ,1,R. S. Gates             ,4930 Round Lake Road          ,,,3/29/2021 12:00:00 AM,msanspach,4/13/2021 9:50:00 AM,39S   ,8E    ,17,SWSW,-121.911,42.1706,1,1,1,1,0,1,18,13,0,0,0,,6,                        ,5,6,601,Burn pile with inadequate clearing,"Derrickson, Michael",,0,9,,353344                  ,KF1,1,,,,3/28/2021 12:00:00 PM,3/28/2021 2:37:00 PM,3/28/2021 2:37:00 PM,3/28/2021 2:45:00 PM,3/29/2021 5:00:00 PM,0,0,2,4,,5,2,8,0,0,0,0,2,1,1,118594,3,929687.959973752,156642.354330704
123270,2021,21-981-096-21,2021,,98,981,Chiloquin Ridge 108     ,1,R. S. Gates             ,Chiloquin Ridge Road          ,,,3/29/2021 12:00:00 AM,JDBARNETT,4/13/2021 10:46:00 AM,35S   ,7E    ,1 ,SWSW,-121.838,42.5603,1,1,1,1,0,1,18,13,0,0,0,,6,                        ,5,6,615,burning burn piles with gusty winds,Sarah Cantrell,,0,9,,353310                  ,KF1,1,,,,3/28/2021 8:00:00 AM,3/28/2021 4:37:00 PM,3/28/2021 4:37:00 PM,3/28/2021 4:45:00 PM,4/2/2021 3:37:00 PM,0,0,1,4,,10,4,3,0,0,0,0,3,52.86,8.12,118595,3,951798.191601053,298355.848425195
123271,2021,21-981-097-21,2021,,98,981,Cedar Trail 109         ,1,R. S. Gates             ,Bear Valley Wildlife Refuge   ,,,3/29/2021 12:00:00 AM,RSGates,3/29/2021 5:36:00 PM,40S   ,8E    ,18,SESE,-121.916,42.0836,1,1,1,1,0,1,18,13,0,0,0,,99,KC911                   ,5,6,615,Also unattended with inadequate clearing,"Derrickson, Michael",,0,9,,353344                  ,KF1,1,,,,3/27/2021 1:00:00 PM,3/28/2021 5:15:00 PM,3/28/2021 5:23:00 PM,3/28/2021 5:45:00 PM,3/29/2021 1:00:00 PM,0,0,2,4,,1,2,8,0,0,0,0,2,1.5,1.5,118596,3,927785.127624676,124951.713910758
123272,2021,21-981-098-21,2021,,98,981,Sunna 110               ,1,R. S. Gates             ,Sunna Lane                    ,,,3/29/2021 12:00:00 AM,msanspach,4/7/2021 2:49:00 PM,34S   ,8E    ,21,SWSW,-121.778,42.6061,1,1,1,1,0,1,18,13,0,0,0,,8,Kc911                   ,7,3,370,Tree into powerline,"Wells, Rowdy",,0,0,,353310                  ,KF1,1,,,,3/28/2021 8:45:00 PM,3/28/2021 8:50:00 PM,3/28/2021 9:10:00 PM,3/28/2021 9:10:00 PM,4/5/2021 12:00:00 PM,0,0,2,4,,0.2,2,9,0,0,0,0,2,0.5,0.5,118597,3,968224.488517061,314791.156824142
123273,2021,21-981-099-21,2021,,98,981,Rim 112                 ,1,R. S. Gates             ,3 mile NE Sprague River       ,,,3/29/2021 12:00:00 AM,msanspach,4/13/2021 9:55:00 AM,36S   ,11E   ,5 ,NESW,-121.439,42.4736,1,1,2,2,0,1,18,13,0,0,0,,6,                        ,5,4,430,"Charcoal fire blew over in windy conditions, spread to grass","Anspach, Matt",,0,9,,353307                  ,KF1,1,,,,3/28/2021 5:00:00 PM,3/28/2021 5:01:00 PM,3/28/2021 5:02:00 PM,3/28/2021 5:19:00 PM,3/29/2021 11:00:00 AM,0,0,2,4,,1.9,3,1,0,0,0,0,2,1.9,1.9,118598,3,1058946.78280839,265262.655511811
123274,2021,21-981-100-21,2021,,98,981,Blue Bird 113           ,1,R. S. Gates             ,2 mi E of Bly Mtn Guard Statio,,,3/29/2021 12:00:00 AM,msanspach,4/5/2021 8:56:00 AM,38S   ,11E   ,9 ,SESW,-121.418,42.2844,1,1,2,2,0,1,18,13,0,0,0,,6,                        ,15,9,999,Appears to be human caused. Indicators destroyed IA.,"Anspach,Matt",,0,9,,353328                  ,KF1,1,,,,3/28/2021 10:00:00 PM,3/28/2021 10:30:00 PM,3/29/2021 10:14:00 AM,3/29/2021 10:25:00 AM,4/5/2021 12:00:00 PM,0,0,2,4,,0.1,1,99,0,0,0,0,1,0.1,0.1,118599,3,1063842.32381889,196231.138779521
123276,2021,21-954-045-21,2021,,95,954,Ross Road 0109          ,1,Richard Fletcher        ,10 Miles NW of Maupin         ,,,3/28/2021 12:00:00 AM,DGONZALES,3/30/2021 2:27:00 PM,4S    ,12E   ,2 ,NWSE,-121.264,45.2514,1,1,1,1,0,0,33,12,0,0,0,,6,                        ,7,3,376,Wind - caused tree to fall into powerline,Rick Fletcher,,0,9,,350913 Wamic            ,MH1,1,,,,3/28/2021 4:00:00 PM,3/28/2021 4:15:00 PM,3/28/2021 4:30:00 PM,3/28/2021 4:40:00 PM,3/28/2021 7:00:00 PM,0,0,2,4,,0.3,2,3,0,0,0,0,2,0.49,0.49,118600,3,1115590.96817586,1277209.5019685
123278,2021,21-722-147-21,2021,,72,722,Johnson Mountain        ,1,,2 W Powers                    ,,,3/31/2021 12:00:00 AM,KROBISON,4/20/2021 9:17:00 AM,31S   ,12W   ,25,SWSE,-124.071,42.8478,1,1,1,1,0,0,6,11,0,0,0,,3,                        ,9,4,404,,"Morgan, Tobin",,0,0,,352819 Long Prairie     ,CS2,1,,,,3/29/2021 1:00:00 PM,3/30/2021 6:00:00 PM,3/30/2021 6:21:00 PM,3/30/2021 7:45:00 PM,3/30/2021 9:00:00 PM,0,0,1,3,,0.01,2,12,0,0,0,0,1,0.01,0.01,118601,3,354904.683727041,421037.486220479
123279,2021,21-981-101-21,2021,,98,981,Pond 114                ,1,R. S. Gates             ,Sparrow Drive                 ,,,3/31/2021 12:00:00 AM,msanspach,4/13/2021 9:59:00 AM,37S   ,11E   ,22,SESW,-121.4,42.3431,1,1,1,1,0,1,18,13,0,0,0,,99,KC911                   ,15,9,999,Appears to be human caused. Indicators destroyed IA,"Spiesschaert, Tyler",,0,0,,353328                  ,KF1,1,,,,3/30/2021 7:00:00 PM,3/30/2021 7:25:00 PM,3/30/2021 7:33:00 PM,3/30/2021 7:33:00 PM,3/30/2021 10:45:00 PM,0,0,2,4,,0.1,1,8,0,0,0,0,1,0.1,0.1,118602,3,1068949.1906168,217575.189304456
123281,2021,21-982-070-21,2021,,98,982,Tish 116                ,1,R. S. Gates             ,"MP61, Hwy 140E                ",,,4/1/2021 12:00:00 AM,rsgates,7/21/2021 4:04:00 PM,37S   ,15E   ,23,NWNW,-120.919,42.3522,1,1,2,2,0,0,18,12,1,1,0,,3,                        ,5,6,615,Failure to recognize severity of burning conditions,Nathan Helmers,,0,9,,353423                  ,KF2,1,,,,3/31/2021 1:30:00 PM,3/31/2021 2:53:00 PM,3/31/2021 3:25:00 PM,3/31/2021 3:30:00 PM,3/31/2021 6:32:00 PM,0,0,8,1,,5,2,1,0,0,0,0,2,9.97,9.97,118604,3,1199043.00688976,219847.673884511
123284,2021,21-981-103-21,2021,,98,981,Paygr 118               ,1,R. S. Gates             ,Paygr & Transformer Roads     ,,,4/1/2021 12:00:00 AM,msanspach,4/5/2021 9:39:00 AM,40S   ,11E   ,36,NWNW,-121.479,42.0497,1,1,3,2,0,1,18,14,0,0,0,,6,                        ,4,3,353,Worker welding on irrigation pipe,"Anspach, Matt",,0,9,,353328                  ,KF1,1,,,,4/1/2021 1:45:00 PM,4/1/2021 1:55:00 PM,4/1/2021 1:57:00 PM,4/1/2021 1:57:00 PM,4/1/2021 7:00:00 PM,0,0,2,4,,1,2,2,0,0,0,0,2,1,1,118605,3,1046310.47703412,110861.902887136
123285,2021,21-552-028-21,2021,,55,552,Sample                  ,1,,,,,4/1/2021 12:00:00 AM,JRAYBURN,5/19/2021 10:14:00 AM,8S    ,6W    ,16,SENW,-123.432,44.8767,1,1,1,1,0,1,27,13,0,0,2,,6,,6,6,615,Escaped debris burning due to windy conditions.,Thompson,,0,0,,351710 Rockhouse 1      ,WO1,1,,,,4/1/2021 10:00:00 AM,4/1/2021 2:45:00 PM,4/1/2021 3:02:00 PM,4/1/2021 3:03:00 PM,4/1/2021 4:00:00 PM,0,0,2,4,,1,2,5,0,0,0,0,2,1.6,1.6,118606,3,552550.622047246,1153261.17158793
123287,2021,21-952-100-21,2021,,95,952,Poison Creek            ,1,Ely Carniglia           ,21 miles W of Seneca          ,,,4/1/2021 12:00:00 AM,AZINN,4/16/2021 9:53:00 AM,17S   ,28E   ,8 ,SWNE,-119.392,44.1042,1,1,3,2,1,0,12,10,0,0,0,,8,Phil St. Clair          ,4,6,602,Backyard Burn-Conditions changed.,"Carniglia, Ely",,0,9,,352327 Fall Mountain    ,MA2,1,,,,4/1/2021 4:00:00 PM,4/1/2021 4:20:00 PM,4/1/2021 4:28:00 PM,4/1/2021 5:48:00 PM,4/2/2021 3:18:00 PM,2,0,1,4,,8,1,3,0,0,0,0,2,8,5.5,118607,3,1603315.1496063,860086.508530185
123289,2021,21-781-080-21,2021,,78,781,Penn Road               ,1,Brandy Simmons          ,9.69 miles west of Veneta     ,,,4/1/2021 12:00:00 AM,BSIMMONS,4/5/2021 7:56:00 AM,18S   ,7W    ,4 ,SENW,-123.545,44.0373,1,1,1,1,0,0,20,11,0,0,0,,6,                        ,2,6,671,rekindled pile escaped and spread,Kyle Tripp,,0,0,,352547 Village Creek    ,WT1,2,2021,781,323,3/28/2021 10:00:00 AM,4/1/2021 4:18:00 PM,4/1/2021 4:18:00 PM,4/1/2021 4:47:00 PM,4/1/2021 7:41:00 PM,0,0,1,4,,1.01,2,12,0,0,0,0,2,1.01,1.01,118608,1,511937.012467191,848584.660761148
123292,2021,21-721-148-21,2021,,72,721,Butler Creek            ,1,,2 NE Reedsport                ,,,4/5/2021 12:00:00 AM,KROBISON,4/20/2021 8:40:00 AM,21S   ,11W   ,30,NESE,-124.049,43.7175,1,1,1,1,0,0,10,13,1,1,0,,8,                        ,0,6,0,Escaped debris burn,"Brown, David",,0,0,,353046 Charlotte Ridge  ,CS1,1,,,,4/3/2021 1:00:00 PM,4/3/2021 1:00:00 PM,4/3/2021 1:30:00 PM,4/3/2021 2:15:00 PM,4/3/2021 3:00:00 PM,0,0,1,4,,0.1,2,12,0,0,0,0,1,0.1,0.1,118609,1,374496.72178477,737460.405183733
123296,2021,21-772-102-21,2021,,77,772,Shotgun trail #19       ,1,Brent Peterson          ,Shotgun Creek ATV Area        ,,,4/5/2021 12:00:00 AM,BAPETERSON,4/5/2021 1:48:00 PM,15S   ,2W    ,1 ,NWSE,-122.872,44.2662,1,1,1,1,0,0,22,50,0,0,2,,5,                        ,9,3,351,The fire was caused by a burning ATV.,Brent Peterson,,0,0,,352553                  ,LN1,1,,,,4/3/2021 3:24:00 PM,4/3/2021 3:25:00 PM,4/3/2021 3:34:00 PM,4/3/2021 4:06:00 PM,4/3/2021 4:07:00 PM,0,0,2,3,,0.01,1,8,0,0,0,0,1,0.01,0.01,118610,3,691194.104002625,926139.926509187
123297,2021,21-722-149-21,2021,,72,722,Mill Creek              ,1,,1 SE Powers                   ,,,4/5/2021 12:00:00 AM,KROBISON,4/30/2021 1:16:00 PM,31S   ,12W   ,13,SESE,-124.063,42.8761,1,1,1,1,0,0,6,11,0,0,0,,6,                        ,15,6,699,,"Morgan, Tobin",,0,0,,352819 Long Prairie     ,CS2,1,,,,4/4/2021 2:00:00 PM,4/4/2021 2:15:00 PM,4/4/2021 2:50:00 PM,4/4/2021 4:30:00 PM,4/4/2021 6:30:00 PM,0,0,1,3,,2.55,1,2,0,0,0,0,2,2.55,2.55,118611,3,357495.740813643,431249.617454067
123298,2021,21-954-047-21,2021,,95,954,Fir Mountain 0118       ,1,Adam Cavender           ,8.5 Miles SW of Mosier        ,,,4/5/2021 12:00:00 AM,DGONZALES,4/5/2021 5:08:00 PM,1N    ,11E   ,17,NESW,-121.473,45.5694,1,1,1,1,0,0,14,11,0,0,0,,6,                        ,9,4,402,Escaped campfire created dirty burn through clearcut,Adam Cavender,,0,0,,350812 Middle Mtn       ,MH1,1,,,,4/4/2021 8:00:00 PM,4/5/2021 2:00:00 PM,4/5/2021 2:22:00 PM,4/5/2021 3:15:00 PM,4/5/2021 6:00:00 PM,0,0,2,3,,5.8,2,12,0,0,0,0,2,5.8,5.8,118612,3,1063144.6886483,1393719.95111549
123299,2021,21-781-083-21,2021,,78,781,Lorane Pile             ,1,Brandy Simmons          ,8.55 Miles West of Cottage Gro,,,4/5/2021 12:00:00 AM,BSIMMONS,4/13/2021 9:53:00 AM,20S   ,5W    ,24,SESE,-123.229,43.8122,1,1,1,1,0,1,20,13,1,0,0,,8,Patricia Matchulat      ,6,6,699,Failure to prevent fire from escaping,Kyle Tripp,,0,0,,352547 Village Creek    ,WT1,1,,,,4/5/2021 12:30:00 PM,4/5/2021 12:30:00 PM,4/5/2021 12:30:00 PM,4/5/2021 1:15:00 PM,4/5/2021 2:10:00 PM,0,0,1,4,,0.25,2,5,0,0,0,0,1,0.25,0.25,118613,3,592241.425524935,763670.03641732
123302,2021,21-712-915-21,2021,,71,712,Arrowhead Drive 1800    ,1,"Carrier, Ivan           ",13 S of Cave Junction         ,,,4/5/2021 12:00:00 AM,MDSCHULTZ,4/22/2021 10:47:00 AM,40S   ,9W    ,25,NWSW,-123.717,42.0601,1,1,1,1,1,1,17,13,1,0,2,,6,                        ,5,6,604,Warren admitted to burning some boxes,Ivan Carrier,,0,0,,353115 Iv Airport       ,SW3,1,,,,4/2/2021 4:35:00 PM,4/2/2021 4:40:00 PM,4/2/2021 4:40:00 PM,4/2/2021 5:30:00 PM,4/5/2021 3:35:00 PM,0,0,2,4,,0.25,2,8,1,1,1,1,2,0.5,0.5,118614,3,438517.688320205,130188.892388448
123303,2021,21-712-914-21,2021,,71,712,Riverbanks Rd 7722      ,1,"Johnson, Derreck        ",9 W of Grants Pass            ,,,4/5/2021 12:00:00 AM,MDSCHULTZ,5/6/2021 3:16:00 PM,35S   ,7W    ,35,SWNW,-123.5,42.4849,1,1,1,1,1,0,17,13,1,1,0,,6,                        ,5,6,615,fire was result of an unknown party burying trash,"Johnson, Derrek",,0,0,,353114 Onion 2          ,SW3,1,,,,4/2/2021 11:00:00 AM,4/2/2021 12:16:00 PM,4/2/2021 12:16:00 PM,4/2/2021 12:16:00 PM,4/2/2021 12:45:00 PM,0,0,2,3,,0.1,2,8,1,1,1,1,1,0.1,0.1,118615,3,503090.800196856,282719.093503937
